Name,SMILES,Flavor type,Data resource
CID 18223194,NC(Cc1ccccc1)C(=O)NCC(=O)NC(CC(=O)O)C(=O)O,Sweet,FlavorDB
L-Phe-L-Gly-L-Phe-L-Gly,NC(Cc1ccccc1)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)O,Bitter,ChemTasteDB
L-Phe-L-Gly-L-Gly-L-Phe,NC(Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,Bitter,ChemTasteDB
L-Phe-L-Gly,NC(Cc1ccccc1)C(=O)NCC(=O)O,Bitter,ChemTasteDB
D-phenylalanine,NC(Cc1ccccc1)C(=O)O,"Bitter, Sweet, Tasteless","ChemTasteDB, FlavorDB, Natural_TAS2R_agonists, PlantMolecularTasteDB, BitterDB"
CID 20379194,NC(Cc1ccccc1)C(=O)O.NCC(=O)NCC(=O)O,Sweet,FlavorDB
D-Histidine,NC(Cc1cnc[nH]1)C(=O)O,"Bitter, Sweet","ChemTasteDB, FlavorDB, Natural_TAS2R_agonists, PlantMolecularTasteDB, BitterDB, BitterSweet"
Phenylbiguanide,NC(N)=NC(N)=Nc1ccccc1,Bitter,"BitterSweet, BitterDB, ChemTasteDB"
CID 18218664,NC(N)=NCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18241862,NC(N)=NCCCC(N)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 14441824,NC(N)=NCCCC(N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
L-arginine,NC(N)=NCCCC(N)C(=O)O,"Bitter, Sweet","PlantMolecularTasteDB, BitterDB, FlavorDB"
CID 18219392,NC(N)=NCCCC(NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18247058,NC(N)=NCCCC(NC(=O)C(N)CC(=O)O)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
Pro-Arg,NC(N)=NCCCC(NC(=O)C1CCCN1)C(=O)O,Bitter,"BitterDB, ChemTasteDB"
CID 18249331,NC(N)=NCCCC(NC(=O)CNC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
SCHEMBL7321414,NC(N)=NCCCCCCCC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
arginine,NC(N)=NCCC[C@H](N)C(=O)O,Bitter,"AromaDB, PhytoMolecularTasteDB"
"Pro-arg, Prolylarginine",NC(N)=NCCC[C@H](NC(=O)[C@@H]1CCCN1)C(=O)O,Bitter,BitterSweet
Famotidine,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,Bitter,"BitterSweet, BitterDB, ChemTasteDB"
Urea,NC(N)=O,Bitter,"BitterSweet, BitterDB, ChemTasteDB"
CID 20290317,NC(N)=O.O=S1(=O)N=C([O-])c2ccccc21,Sweet,FlavorDB
1-Aminocyclobutane-1-carboxylic acid,NC1(C(=O)O)CCC1,Sweet,ChemTasteDB
1-Aminocyclopentane-1-carboxylic acid,NC1(C(=O)O)CCCC1,"Bitter, Sweet",ChemTasteDB
1-Aminocyclohexane-1-carboxylic acid,NC1(C(=O)O)CCCCC1,"Bitter, Sweet",ChemTasteDB
1-Aminocyclooctane-1-carboxylic acid,NC1(C(=O)O)CCCCCCC1,"Bitter, Sweet",ChemTasteDB
Cyclohexylamine,NC1CCCCC1,Bitter,ChemTasteDB
CID 21123790,NC1CCCCC1.NC1CCCCC1.O=S(=O)([O-])[O-],Sweet,FlavorDB
CID 21848530,NC1CCCCC1.NS(=O)(=O)O,Sweet,FlavorDB
CHA-sulfate,NC1CCCCC1.O=S(=O)(O)O,Sweet,FlavorDB
CID 24193263,NC1CCCCC1.O=S(=O)([O-])NC1CCCCC1.[Hg+2].[O-2],Sweet,FlavorDB
AC1O3JI4,NC1CCCCC1.O=S(=O)([O-])NC1CCCCC1.[O-2].[Tl],Sweet,FlavorDB
CID 20133808,NC1CCCCC1.O=S(=O)([O-])[O-],Sweet,FlavorDB
SCHEMBL10968830,NC1CCCCC1.O=S(O)O,Sweet,FlavorDB
CID 22262444,NC1CCCCC1.O=S([O-])O,Sweet,FlavorDB
CID 18350600,NC1CCCCC1N=S(=O)=O,Sweet,FlavorDB
CID 18490317,NCC(=O)N1CCCC1C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18486229,NCC(=O)NC(CC(=O)O)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18486009,NCC(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18485989,NCC(=O)NC(CC(=O)O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18486049,NCC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18486069,NCC(=O)NC(CC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18485969,NCC(=O)NC(CC(=O)O)C(=O)NC(CCCN=C(N)N)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18486249,NCC(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18486029,NCC(=O)NC(CC(=O)O)C(=O)NC(CS)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18486199,NCC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,Sweet,FlavorDB
CID 18486198,NCC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 18486201,NCC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CCC(=O)O)C(=O)O,Sweet,FlavorDB
CID 18486209,NCC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18486203,NCC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)O,Sweet,FlavorDB
CID 18220957,NCC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18486089,NCC(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18485610,NCC(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18485590,NCC(=O)NC(CC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18485669,NCC(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18485849,NCC(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18485798,NCC(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 18220937,NCC(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18485689,NCC(=O)NC(CC(N)=O)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18486807,NCC(=O)NC(CCC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18487199,NCC(=O)NC(CCC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18487179,NCC(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18485214,NCC(=O)NC(CCCN=C(N)N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18490710,NCC(=O)NC(CO)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18490690,NCC(=O)NC(CO)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
Gly-ser-phe,NCC(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18486409,NCC(=O)NC(CS)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18489920,NCC(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)O,Sweet,FlavorDB
CID 18489919,NCC(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 18489922,NCC(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O,Sweet,FlavorDB
CID 18489930,NCC(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18489924,NCC(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NCC(=O)O,Sweet,FlavorDB
CID 18221104,NCC(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,Sweet,FlavorDB
CID 18489899,NCC(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 18221103,NCC(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 18489998,NCC(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
Gly-Phe; Glycyl-l-phenylalanine; Glycylphenylalanine,NCC(=O)NC(Cc1ccccc1)C(=O)Nc1ccc2ccccc2c1,Bitter,Natural_TAS2R_agonists
L-Gly-L-Phe,NCC(=O)NC(Cc1ccccc1)C(=O)O,Bitter,"BitterDB, ChemTasteDB"
CID 18487590,NCC(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18487571,NCC(=O)NCC(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18487763,NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
SCHEMBL16983210,NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 21471126,NCC(=O)NCC(=O)NCC(=O)NC(CC(N)=O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18487661,NCC(=O)NCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 9900706,NCC(=O)NCCC(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
"gly-phe,  glycyl-l-phenylalanine, Glycylphenylalanine",NCC(=O)N[C@@H](Cc1ccccc1)C(=O)O,Bitter,BitterSweet
Glycine,NCC(=O)O,Sweet,"ChemTasteDB, PhytoMolecularTasteDB, FlavorDB, PlantMolecularTasteDB, BitterSweet"
SCHEMBL2739487,NCC(N)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
Dibekacin Sulfate,NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1.O=S(=O)([O-])[O-],Bitter,"BitterSweet, BitterDB"
beta-alanine,NCCC(=O)O,Sweet,"BitterSweet, FlavorDB"
γ-Aminobutyric acid,NCCCC(=O)O,"Astringent, Sour","PlantMolecularTasteDB, ChemTasteDB, FlavorDB"
L-Ornithylglycine,NCCCC(N)C(=O)NCC(=O)O,"Umami, Salty",ChemTasteDB
L-Ornithyl-β-Alanine,NCCCC(N)C(=O)NCCC(=O)O,"Umami, Salty",ChemTasteDB
L-Ornithyl-γ-aminobutyric acid,NCCCC(N)C(=O)NCCCC(=O)O,Salty,ChemTasteDB
L-Ornithyltaurine,NCCCC(N)C(=O)NCCS(=O)(=O)O,Salty,ChemTasteDB
HYDROGEN ORNITHINE CHLORIDE,NCCCC(N)C(=O)O.[Cl-].[H+],Sweet,BitterSweet
β-Alanyl-L-Ornithine,NCCCC(NC(=O)CCN)C(=O)O,"Sweet, Sour",ChemTasteDB
Glycyl-L-Ornithine,NCCCC(NC(=O)CN)C(=O)O,"Sweet, Sour",ChemTasteDB
CID 18307922,NCCCCC(N)C(=O)N1CCCC1C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18303792,NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18303575,NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18303555,NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18303634,NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18303732,NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18303812,NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18303762,NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,Sweet,FlavorDB
CID 18303761,NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 18303770,NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)O,Sweet,FlavorDB
CID 18303772,NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18303766,NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)O,Sweet,FlavorDB
CID 18222391,NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18303654,NCCCCC(N)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18303178,NCCCCC(N)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18303158,NCCCCC(N)C(=O)NC(CC(N)=O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18303337,NCCCCC(N)C(=O)NC(CC(N)=O)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18303366,NCCCCC(N)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 18303375,NCCCCC(N)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)O,Sweet,FlavorDB
CID 18222373,NCCCCC(N)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18303258,NCCCCC(N)C(=O)NC(CC(N)=O)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18304760,NCCCCC(N)C(=O)NC(CCC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18306734,NCCCCC(N)C(=O)NC(CCCCN)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18306715,NCCCCC(N)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18306916,NCCCCC(N)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 18308319,NCCCCC(N)C(=O)NC(CO)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18307513,NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)O,Sweet,FlavorDB
CID 18307512,NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 18307521,NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)O,Sweet,FlavorDB
CID 18307523,NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18307517,NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NCC(=O)O,Sweet,FlavorDB
CID 18307492,NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 18307501,NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)NC(CCCCN)C(=O)O,Sweet,FlavorDB
CID 18222556,NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 18307672,NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 18307592,NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
Lys-phe,NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 21688223,NCCCCC(N)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18305138,NCCCCC(N)C(=O)NCC(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18305335,NCCCCC(N)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
D-Lysine,NCCCCC(N)C(=O)O,"Bitter, Sweet","ChemTasteDB, PlantMolecularTasteDB, BitterDB, FlavorDB"
CID 20002785,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 20002385,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C(N)Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 20003977,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C(N)Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 20007533,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(N)Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18251761,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)O,Sweet,FlavorDB
CID 22657336,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 18482026,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCC(N)=O)C(=O)O,Sweet,FlavorDB
CID 18742373,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CO)C(=O)O,Sweet,FlavorDB
CID 20014696,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1)C(=O)O,Sweet,FlavorDB
CID 18489928,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)CN)C(=O)O,Sweet,FlavorDB
CID 18247935,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18478198,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(N)CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 20018841,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(N)CO)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 20002937,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)O,Sweet,FlavorDB
CID 20002936,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 20002947,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 20002941,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)NCC(=O)O,Sweet,FlavorDB
Phe-Asp-Lys,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 20010884,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)C1CCCN1)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18486169,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 20004375,NCCCCC(NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(N)Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 20002765,NCCCCC(NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 20002365,NCCCCC(NC(=O)C(CC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(N)Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 20005940,NCCCCC(NC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC(=O)C(N)Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18251741,NCCCCC(NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)O,Sweet,FlavorDB
CID 22657316,NCCCCC(NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 18489908,NCCCCC(NC(=O)C(CC(N)=O)NC(=O)C(Cc1ccccc1)NC(=O)CN)C(=O)O,Sweet,FlavorDB
CID 18247536,NCCCCC(NC(=O)C(CC(N)=O)NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 22653108,NCCCCC(NC(=O)C(CC(N)=O)NC(=O)C(N)CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 20002536,NCCCCC(NC(=O)C(CC(N)=O)NC(=O)C(N)Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)O,Sweet,FlavorDB
Phe-Asn-Lys,NCCCCC(NC(=O)C(CC(N)=O)NC(=O)C(N)Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18485769,NCCCCC(NC(=O)C(CC(N)=O)NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 20002845,NCCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18251821,NCCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)O,Sweet,FlavorDB
CID 18249132,NCCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 20002945,NCCCCC(NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 20002545,NCCCCC(NC(=O)C(CCCCN)NC(=O)C(CC(N)=O)NC(=O)C(N)Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18251921,NCCCCC(NC(=O)C(CCCCN)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)O,Sweet,FlavorDB
CID 22657495,NCCCCC(NC(=O)C(CCCCN)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 20003025,NCCCCC(NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18252000,NCCCCC(NC(=O)C(CO)NC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O)C(=O)O,Sweet,FlavorDB
CID 18252722,NCCCCC(NC(=O)C(CO)NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 18247972,NCCCCC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)CC(=O)O)C(=O)O,Sweet,FlavorDB
CID 22653546,NCCCCC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)CC(N)=O)C(=O)O,Sweet,FlavorDB
CID 18478236,NCCCCC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)CCC(N)=O)C(=O)O,Sweet,FlavorDB
CID 20018878,NCCCCC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)CO)C(=O)O,Sweet,FlavorDB
CID 20002985,NCCCCC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C(N)Cc1ccccc1)C(=O)O,Sweet,FlavorDB
CID 20010922,NCCCCC(NC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)C1CCCN1)C(=O)O,Sweet,FlavorDB
